title,cluster
Kolja,8
Gridlock'd,3
Waiting for Guffman,1
Кавказский пленник,29
The Beautician and the Beast,13
SubUrbia,8
Hotel de Love,13
The Pest,1
Fools Rush In,15
Touch,15
Absolute Power,23
That Darn Cat,1
Vegas Vacation,1
That Old Feeling,15
Lost Highway,18
Rosewood,7
Donnie Brasco,23
Booty Call,1
Rhyme & Reason,11
Boys Life 2,19
City of Industry,23
Best Men,13
Jungle 2 Jungle,1
Kama Sutra - A Tale of Love,19
Private Parts,8
Love Jones,15
The Saint,2
Smilla's Sense of Snow,23
The Van,8
Crash,19
The Daytrippers,8
Liar Liar,1
The Quiet Room,7
Selena,7
The Devil's Own,23
Cats Don't Dance,20
B.A.P.S.,1
Love and Other Catastrophes,13
Turbo: A Power Rangers Movie,16
Anna Karenina,19
Double Team,24
Inventing the Abbotts,19
Anaconda,27
Grosse Pointe Blank,2
Keys to Tulsa,23
Kissed,19
8 Heads in a Duffel Bag,1
Hollow Reed,7
Paradise Road,29
Traveller,3
All Over Me,19
A Brother's Kiss,7
Shekvarebuli kulinaris ataserti retsepti,15
Romy and Michele's High School Reunion,1
Feng yue,19
Volcano,28
Children of the Revolution,8
Austin Powers: International Man of Mystery,1
Breakdown,28
Broken English,19
Commandments,15
Ripe,7
"Truth or Consequences, N.M.",23
The Turning,7
Warriors of Virtue,16
Fathers' Day,1
The Fifth Element,2
Nowhere,8
Losing Chase,19
Sprung,13
Das Versprechen,19
Le bonheur,19
Love! Valour! Compassion!,7
Shall we ダンス?,15
The Second Jungle Book: Mowgli & Baloo,16
Twin Town,8
Addicted to Love,13
Brassed Off,15
The Lost World: Jurassic Park,24
Ponette,7
Schizopolis,1
Shiloh,7
The War at Home,7
Rough Magic,15
Trial and Error,13
Buddy,22
Con Air,10
The Pillow Book,19
En avoir (ou pas),19
Speed 2: Cruise Control,0
Squeeze,3
Sudden Manhattan,1
Wedding Bell Blues,13
Batman & Robin,10
Roseanna's Grave,15
Head Above Water,1
Hercules,22
The Last Time I Committed Suicide,7
MURDER and murder,19
My Best Friend's Wedding,13
Tetsuo II: Body Hammer,4
Chacun Cherche Son Chat,1
Le Mépris,7
Face/Off,10
Fall,19
گبه,19
Mondo,7
The Innocent Sleep,18
For Ever Mozart,8
Men in Black,0
Out to Sea,13
Wild America,20
A Simple Wish,22
Contact,24
Love Serenade,13
G.I. Jane,9
Conan the Barbarian,16
George of the Jungle,13
Cop Land,3
Event Horizon,26
Spawn,26
Air Bud,8
Picture Perfect,13
In the Company of Men,8
Free Willy 3: The Rescue,16
Career Girls,7
Conspiracy Theory,28
Desperate Measures,28
Steel,24
She's So Lovely,19
Hoodlum,3
Leave it to Beaver,8
Mimic,27
Money Talks,0
Excess Baggage,13
Kull the Conqueror,24
Air Force One,2
One Eight Seven,18
The Hunt for Red October,0
My Own Private Idaho,19
"Kiss Me, Guido",1
Star Maps,8
In & Out,13
The Edge,9
The Peacemaker,2
L.A. Confidential,23
Seven Years in Tibet,7
Kiss the Girls,23
Soul Food,8
Kicked in the Head,15
Wishmaster,17
A Thousand Acres,7
The Game,18
Fire Down Below,0
U Turn,18
The Locusts,19
The Matchmaker,13
The Assignment,10
A Smile Like Yours,13
Ulee's Gold,7
The Ice Storm,7
Stag,18
Chasing Amy,15
How to Be a Player,13
The Full Monty,1
Indian Summer,8
Mrs Brown,19
I Know What You Did Last Summer,5
The Devil's Advocate,4
RocketMan,22
Playing God,23
The House of Yes,8
"Fast, Cheap & Out of Control",11
Washington Square,19
Telling Lies In America,7
Year of the Horse,25
Gattaca,5
FairyTale: A True Story,7
Phantoms,26
Swept from the Sea,19
Wonderland,11
A Life Less Ordinary,15
Hurricane Streets,3
Eve's Bayou,7
Switchback,0
Gang Related,9
Stripes,1
Nénette et Boni,7
Bean,1
Hugo Pool,13
Mad City,28
One Night Stand,7
The Tango Lesson,19
Welcome to Sarajevo,29
Deceiver,23
The Rainmaker,23
Boogie Nights,7
Witness,23
Incognito,10
Starship Troopers,2
Critical Care,8
The Joy Luck Club,7
Chairman of the Board,1
Sliding Doors,15
Mortal Kombat: Annihilation,24
The Truman Show,8
The Wings of the Dove,19
Mrs. Dalloway,19
"I Love You, I Love You Not",19
Red Corner,23
The Jackal,0
Anastasia,20
The Man Who Knew Too Little,10
Alien: Resurrection,26
Amistad,7
The Apostle,7
Artemisia,7
Bent,19
Bang,7
Les Boys,1
The Butcher Boy,8
Deconstructing Harry,8
Flubber,22
For Richer or Poorer,1
Good Will Hunting,7
Home Alone 3,1
Man of Her Dreams,17
Midnight in the Garden of Good and Evil,23
MouseHunt,1
Office Killer,21
Scream 2,5
Stranger in the House,18
The Sweet Hereafter,7
Time Tracers,24
Titanic,19
Tomorrow Never Dies,0
Twisted,7
À Toute vitesse,19
The Education of Little Tree,7
The Postman,7
The Horse Whisperer,19
The Winter Guest,7
Jackie Brown,13
Kundun,7
Mr. Magoo,1
The Big Lebowski,1
Afterglow,15
Ma vie en rose,8
Great Expectations,15
3 Ninjas: High Noon at Mega Mountain,1
Men of Means,9
Caught Up,23
Firestorm,0
Senseless,13
Wag the Dog,8
Dark City,24
The Leading Man,19
Star Kid,24
Hard Rain,18
Half Baked,1
Fallen,23
Shooting Fish,13
The Prophecy II,27
墮落天使,19
"O Que é Isso, Companheiro?",28
Spice World,22
Deep Rising,26
Tainted,1
A Letter from Death Row,3
Music from Another Room,15
Мать и сын,7
The Replacement Killers,23
B. Monkey,3
The Night Flier,5
Blues Brothers 2000,10
Tokyo Fist,28
Ride,1
The Wedding Singer,13
Sphere,24
A Further Gesture,19
Little City,13
Palmetto,23
As Good as It Gets,13
King of New York,10
Men with Guns,3
Twilight,23
U.S. Marshals,10
Welcome to Woop Woop,22
Love and Death on Long Island,19
El Callejón de los Milagros,7
In God's Hands,16
Everest,11
Hush,18
Suicide Kings,23
The Man in the Iron Mask,9
The Newton Boys,3
Wild Things,18
Paulie,1
"A Cool, Dry Place",19
はなび,3
Primary Colors,8
"Niagara, Niagara",19
Wide Awake,8
A Price Above Rubies,19
Eden,7
Two Girls and a Guy,19
No Looking Back,15
Storefront Hitchcock,11
The Proposition,19
The Object of My Affection,15
Meet the Deedles,20
Homegrown,23
The Players Club,7
The Big One,11
Chinese Box,19
Lost in Space,16
Heaven's Burning,23
Mercury Rising,23
The Spanish Prisoner,23
City of Angels,19
The Last Days of Disco,15
The Odd Couple II,1
My Giant,8
He Got Game,7
The Gingerbread Man,18
Slappy and the Stinkers,16
Carne trémula,19
Zero Effect,10
Nil by Mouth,7
Ratchet,18
The Borrowers,22
Prince Valiant,16
"I Love You, Don't Touch Me!",13
Leather Jacket Love Story,15
Love Walked In,18
"An Alan Smithee Film: Burn, Hollywood, Burn",1
Kissing a Fool,13
Krippendorf's Tribe,8
Kurt & Courtney,25
The Real Blonde,15
一個好人,10
طعم گيلاس,7
Karakter,7
Budbringeren,1
Species II,26
Major League: Back to the Minors,1
Sour Grapes,1
Wild Man Blues,25
The Big Hit,0
Tarzan and the Lost City,0
Black Dog,0
"Dancer, Texas Pop. 81",8
Priyatel Pokoynika,8
Go Now,19
Les Misérables,3
Still Breathing,15
Clockwatchers,8
Deep Impact,19
Woo,13
The Hanging Garden,7
Lawn Dogs,7
Quest for Camelot,20
Godzilla,2
Bulworth,8
Fear and Loathing in Las Vegas,8
The Opposite of Sex,8
I Got the Hook Up,1
Almost Heroes,0
Hope Floats,19
Insomnia,23
Little Boy Blue,18
The Ugly,27
A Perfect Murder,23
Jenseits der Stille,7
Six Days Seven Nights,0
Can't Hardly Wait,15
Cousin Bette,15
High Art,19
The Land Girls,19
Passion in the Desert,7
بچه‌های آسمان,8
Dream for an Insomniac,15
Hav Plenty,2
Henry Fool,8
Marie Baie des Anges,19
Mr. Jealousy,13
Mulan,20
Resurrection Man,23
The X Files,5
I Went Down,10
Doctor Dolittle,22
Out of Sight,13
Picnic at Hanging Rock,18
Smoke Signals,8
Viagem ao Princípio do Mundo,7
Buffalo '66,15
Armageddon,2
Lethal Weapon 4,0
Madeline,8
Small Soldiers,22
Pi,18
Whatever,7
There's Something About Mary,13
Plan 9 from Outer Space,26
Wings,29
The Broadway Melody,19
All Quiet on the Western Front,29
Cimarron,7
Grand Hotel,19
Cavalcade,7
Mutiny on the Bounty,19
The Great Ziegfeld,19
The Life of Emile Zola,7
You Can't Take It With You,6
How Green Was My Valley,7
Mrs. Miniver,19
Going My Way,8
The Lost Weekend,7
The Best Years of Our Lives,19
Gentleman's Agreement,19
Hamlet,7
All the King's Men,7
The Greatest Show on Earth,19
From Here to Eternity,19
On the Waterfront,3
Marty,19
West Side Story,3
Tom Jones,13
A Man for All Seasons,7
In the Heat of the Night,23
Oliver!,7
Midnight Cowboy,7
The French Connection,10
Rocky,7
Kramer vs. Kramer,7
Ordinary People,7
Chariots of Fire,7
Terms of Endearment,8
Out of Africa,7
The Last Emperor,7
Rain Man,7
Driving Miss Daisy,8
Take the Money and Run,1
Klute,5
Repo Man,10
Metropolitan,8
Labyrinth,16
The Breakfast Club,8
A Nightmare on Elm Street Part 2: Freddy's Revenge,17
A Nightmare on Elm Street 3: Dream Warriors,27
A Nightmare on Elm Street 4: The Dream Master,27
A Nightmare on Elm Street 5: The Dream Child,27
Freddy's Dead: The Final Nightmare,21
Friday the 13th,17
Friday the 13th Part 2,27
Friday the 13th Part III,27
Friday the 13th: The Final Chapter,27
Friday the 13th: A New Beginning,27
Friday the 13th Part VI: Jason Lives,5
Friday the 13th Part VII: The New Blood,27
Friday the 13th Part VIII: Jason Takes Manhattan,27
Halloween,27
Halloween II,27
Halloween III: Season of the Witch,26
Halloween 4: The Return of Michael Myers,27
Halloween 5: The Revenge of Michael Myers,27
Prom Night,5
Hello Mary Lou: Prom Night II,17
Prom Night III: The Last Kiss,21
Prom Night IV: Deliver Us from Evil,17
Child's Play,27
Child's Play 2,17
Child's Play 3,27
Poltergeist,17
Poltergeist II: The Other Side,27
Poltergeist III,27
The Exorcist,4
Exorcist II: The Heretic,27
The Exorcist III,5
Lethal Weapon,0
Lethal Weapon 2,0
Lethal Weapon 3,0
Gremlins,21
Gremlins 2: The New Batch,21
The Goonies,22
The Mask of Zorro,0
Polish Wedding,8
"This World, Then the Fireworks",23
Soylent Green,5
Metropolis,24
Back to the Future Part II,22
Back to the Future Part III,22
The Poseidon Adventure,0
Freaky Friday,22
The Absent-Minded Professor,22
The Apple Dumpling Gang Rides Again,14
Babes in Toyland,22
Bambi,20
七人の侍,9
Dangerous Liaisons,19
Dune,24
The Last Temptation of Christ,7
The Godfather: Part III,23
The Rapture,7
Lolita,19
Disturbing Behavior,26
Jane Austen's Mafia!,1
Saving Private Ryan,29
Billy's Hollywood Screen Kiss,13
东宫西宫,7
The Million Dollar Duck,1
The Barefoot Executive,1
The Black Cauldron,20
The Black Hole,24
Blackbeard's Ghost,22
Blank Check,1
Candleshoe,20
The Cat from Outer Space,22
Cheetah,7
The Computer Wore Tennis Shoes,1
Condorman,0
D2: The Mighty Ducks,8
Darby O'Gill and the Little People,16
The Devil and Max Devlin,22
A Far Off Place,7
Flight of the Navigator,16
The Gnome-Mobile,22
The Great Mouse Detective,20
The Happiest Millionaire,8
Herbie Goes Bananas,22
Herbie Goes To Monte Carlo,0
Hocus Pocus,22
Honey I Blew Up the Kid,22
"Honey, I Shrunk the Kids",22
Hot Lead & Cold Feet,14
In Search of the Castaways,9
The Incredible Journey,16
The Negotiator,23
The Parent Trap,8
BASEketball,1
Full Tilt Boogie,11
The Governess,19
Le septième ciel,7
Roger & Me,11
The Purple Rose of Cairo,13
Out of the Past,18
Doctor Zhivago,19
Fanny och Alexander,7
The Trip to Bountiful,7
Tender Mercies,19
And the Band Played On,7
The 'Burbs,21
Fandango,8
Il portiere di notte,7
Mephisto,7
Blue Velvet,23
The Journey of Natty Gann,16
The Jungle Book,20
Kidnapped,9
Lady and the Tramp,20
The Little Mermaid,20
The Mighty Ducks,1
The Muppet Christmas Carol,22
Newsies,7
One Hundred and One Dalmatians,20
One Magic Christmas,16
Peter Pan,16
Popeye,0
The Rescuers Down Under,16
The Rescuers,16
Return from Witch Mountain,16
The Return of Jafar,20
Return to Oz,16
The Rocketeer,24
The Shaggy D.A.,1
Sleeping Beauty,20
Something Wicked This Way Comes,5
Son of Flubber,13
Song of the South,25
Splash,13
Squanto: A Warrior's Tale,7
Steamboat Willie,20
Tall Tale,16
Tex,7
Tron,24
Swing Kids,7
Halloween: H20,27
L.A. Story,15
The Jerk,1
Dead Men Don't Wear Plaid,1
The Man with Two Brains,13
Grand Canyon,7
Graveyard Shift,17
The Outsiders,3
Indiana Jones and the Temple of Doom,0
The Lord of the Rings,16
Nineteen Eighty-Four,19
The Dead Zone,26
Maximum Overdrive,26
Needful Things,17
Cujo,27
Children of the Corn,4
All Dogs Go to Heaven,22
The Addams Family,21
EverAfter,15
Snake Eyes,10
"First Love, Last Rites",7
Safe Men,1
Die Salzmänner von Tibet,11
Atlantic City,3
Höstsonaten,7
Who's Afraid of Virginia Woolf?,7
Adventures in Babysitting,10
Weird Science,13
Doctor Dolittle,22
The Nutty Professor,13
Charlotte's Web,20
Watership Down,7
The Secret of NIMH,20
The Dark Crystal,16
An American Tail,20
An American Tail: Fievel Goes West,20
Legend,16
Sixteen Candles,13
Pretty in Pink,1
St. Elmo's Fire,19
The Clan of the Cave Bear,7
House,21
House II: The Second Story,21
The Gods Must Be Crazy,1
The Gods Must Be Crazy II,1
Air Bud: Golden Receiver,1
The Avengers,18
How Stella Got Her Groove Back,15
Slums of Beverly Hills,8
La femme de chambre du Titanic,7
"Henry II, Portrait of a Serial Killer",27
Henry: Portrait of a Serial Killer,4
Rosemary's Baby,4
The Neverending Story,16
The Neverending Story II: The Next Chapter,16
Attack of the Killer Tomatoes!,21
Surf Nazis Must Die,26
Your Friends & Neighbors,8
Return to Paradise,19
Blade,17
Dance with Me,19
Dead Man on Campus,1
Wrongfully Accused,0
Next Stop Wonderland,15
Strike!,1
The Navigator: A Medieval Odyssey,9
Beetlejuice,22
Déjà Vu,19
Rope,23
Family Plot,10
Frenzy,23
Topaz,28
Torn Curtain,5
Marnie,23
The Wrong Man,3
The Man Who Knew Too Much,23
The Trouble with Harry,5
I Confess,3
Strangers on a Train,23
Stage Fright,18
54,7
I Married a Strange Person!,8
Why Do Fools Fall In Love,19
Keep the Aspidistra Flying,15
Regarde la Mer,18
Willow,9
The Untouchables,23
Dirty Work,1
Knock Off,0
Firelight,19
Modulations,11
Phoenix,23
Under Capricorn,7
The Paradine Case,23
Lifeboat,29
Shadow of a Doubt,23
Saboteur,18
Mr. & Mrs. Smith,13
Suspicion,5
Jamaica Inn,16
The Lady Vanishes,5
Young and Innocent,3
Sabotage,5
Secret Agent,18
The Man Who Knew Too Much,18
Number Seventeen,10
Rich and Strange,8
The Skin Game,7
Elstree Calling,1
Juno and the Paycock,7
Murder!,5
The Manxman,7
Blackmail,23
Champagne,1
The Farmer's Wife,7
Downhill,7
Easy Virtue,18
The Ring,7
The Lodger: A Story of the London Fog,23
The Pleasure Garden,7
Rounders,3
Cube,5
Digging to China,7
One Man's Hero,9
Simon Birch,8
Without Limits,7
Pasqualino Settebellezze,8
Travolti da un insolito destino nell'azzurro mare d'agosto,15
My Bodyguard,7
Class,8
"Grandview, U.S.A.",7
Broadcast News,15
The Allnighter,13
Working Girl,15
Stars & Bars,1
Married to the Mob,13
Say Anything...,15
My Blue Heaven,1
Men Don't Leave,7
Hero,18
Toys,22
Choices,7
Young Doctors in Love,1
Parasite,26
No Small Affair,15
Blame It on Rio,13
Wisdom,3
One Crazy Summer,15
About Last Night...,15
The Seventh Sign,5
We're No Angels,3
Nothing but Trouble,1
The Butcher's Wife,22
Mortal Thoughts,5
A Few Good Men,7
Indecent Proposal,7
Permanent Midnight,19
One True Thing,19
Rush Hour,10
Lilian's Story,7
Six-String Samurai,24
A Soldier's Daughter Never Cries,7
Somewhere in the City,8
Ronin,0
Urban Legend,27
Clay Pigeons,23
Monument Ave.,23
Pecker,1
The Sheltering Sky,19
Bandit Queen,7
If....,7
The Fiendish Plot of Dr. Fu Manchu,21
Them!,26
The Thing,26
The Player,8
Stardust Memories,15
Edward Scissorhands,19
Overnight Delivery,13
Shadrach,7
Antz,20
The Impostors,1
A Night at the Roxbury,1
What Dreams May Come,19
Strangeland,17
The Battle of the Sexes,1
The Producers,1
History of the World: Part I,1
My Cousin Vinny,8
Nashville,7
Love Is the Devil: Study for a Portrait of Francis Bacon,7
Slam,7
Holy Man,8
Detroit 9000,3
Die Siebtelbauern,7
The Mighty,8
2010,26
Children of a Lesser God,19
The Elephant Man,7
Beloved,18
Bride of Chucky,21
Practical Magic,8
The Alarmist,1
Happiness,8
Reach The Rock,8
Apt Pupil,18
Pleasantville,8
Soldier,24
The Cruise,11
La vita è bella,8
Orgazmo,1
Tales from the Darkside: The Movie,21
Vampires,28
American History X,7
Living Out Loud,15
Belly,3
Gods and Monsters,7
The Siege,23
The Waterboy,1
Elizabeth,7
Velvet Goldmine,7
I Still Know What You Did Last Summer,5
I'll Be Home for Christmas,1
Meet Joe Black,7
Dancing at Lughnasa,7
Hard Core Logo,8
Runaway Train,2
Desert Bloom,7
The Stepford Wives,26
The Pope of Greenwich Village,3
Sid & Nancy,19
Mona Lisa,3
Heart Condition,22
Le notti di Cabiria,7
The Big Chill,8
Enemy of the State,28
The Rugrats Movie,20
A Bug's Life,20
Celebrity,8
Central do Brasil,7
Savior,29
Waking Ned,13
Festen,7
Pink Flamingos,21
Glen or Glenda,8
ゴジラ,26
Godzilla 1985,28
Kingu Kongu tai Gojira,24
King Kong,9
King Kong,7
King Kong Lives,17
Desperately Seeking Susan,1
The Emerald Forest,9
Fletch,1
Fletch Lives,1
Red Sonja,16
Gung Ho,8
The Money Pit,13
A View to a Kill,0
Lifeforce,26
Police Academy,1
Police Academy 2: Their First Assignment,1
Police Academy 3: Back in Training,1
Police Academy 4: Citizens on Patrol,1
Police Academy 5: Assignment Miami Beach,1
Police Academy 6: City Under Siege,1
Babe: Pig in the City,22
Home Fries,15
Ringmaster,1
Very Bad Things,10
Hamam,7
Psycho,5
Little Voice,8
A Simple Plan,23
Jack Frost,22
Star Trek: Insurrection,2
The Prince of Egypt,20
Rushmore,8
Shakespeare in Love,19
Mass Appeal,7
Miracle on 34th Street,7
Santa Claus: The Movie,22
Prancer,7
Pale Rider,14
Rambo: First Blood Part II,0
First Blood,0
Rambo III,0
The Jewel of the Nile,0
Romancing the Stone,0
Cocoon,8
Cocoon: The Return,8
Rocky II,7
Rocky III,7
Rocky IV,7
Rocky V,7
Clue,10
Young Sherlock Holmes,23
Back to School,1
Heartburn,15
Nothing in Common,15
Extremities,18
The Karate Kid,7
"The Karate Kid, Part II",9
"The Karate Kid, Part III",16
National Lampoon's Christmas Vacation,1
You've Got Mail,13
The General,3
The Theory of Flight,7
The Thin Red Line,29
The Faculty,26
Mighty Joe Young,16
Mighty Joe Young,24
Patch Adams,8
Stepmom,19
A Civil Action,7
Down in the Delta,7
Hurlyburly,8
Tea with Mussolini,8
Wilde,7
Outside Ozona,15
Affliction,7
Another Day in Paradise,23
The Hi-Lo Country,19
Hilary and Jackie,7
Playing by Heart,7
24 7: Twenty Four Seven,15
At First Sight,19
In Dreams,18
Varsity Blues,15
Virus,26
The Garbage Pail Kids Movie,24
Howard the Duck,22
The Gate,17
The Gate II: Trespassers,17
The Boy Who Could Fly,24
The Fly,26
The Fly,26
The Fly II,26
Running Scared,10
Armed and Dangerous,10
The Texas Chain Saw Massacre,17
The Texas Chainsaw Massacre 2,17
Leatherface: Texas Chainsaw Massacre III,27
Texas Chainsaw Massacre: The Next Generation,21
Ruthless People,1
Trick or Treat,17
Deadly Friend,26
Belizaire the Cajun,19
The Name of the Rose,18
Jumpin' Jack Flash,13
Peggy Sue Got Married,15
Crocodile Dundee,1
Crocodile Dundee II,1
Tough Guys,1
Soul Man,1
The Color of Money,7
52 Pick-Up,23
Heartbreak Ridge,29
Firewalker,0
¡Three Amigos!,14
Gloria,23
Nettoyage à sec,7
My Name Is Joe,19
Still Crazy,1
El día de la bestia,21
She's All That,13
The 24 Hour Woman,13
"Blood, Guts, Bullets and Octane",2
Peeping Tom,27
Payback,23
Simply Irresistible,1
20 Dates,13
Comedian Harmonists,7
The Last Days,29
La planète sauvage,24
Blast from the Past,13
Message in a Bottle,19
My Favorite Martian,8
"God Said, 'Ha!'",1
Jawbreaker,1
October Sky,7
Office Space,1
سیب,7
200 Cigarettes,15
8MM,10
The Other Sister,15
Breakfast of Champions,1
The Breaks,1
Eight Days a Week,15
Just the Ticket,13
The Long Goodbye,23
楢山節考,7
Pet Sematary,17
Pet Sematary II,17
Children of the Corn II: The Final Sacrifice,17
Children of the Corn III: Urban Harvest,27
Christine,17
Night Shift,1
House on Haunted Hill,4
Airport,28
Airport 1975,28
Airport '77,28
Rollercoaster,2
The Towering Inferno,2
Alligator,26
Meteor,2
Westworld,28
Logan's Run,24
Planet of the Apes,24
Beneath the Planet of the Apes,24
Battle for the Planet of the Apes,24
Conquest of the Planet of the Apes,24
Escape from the Planet of the Apes,24
Avalanche,9
Earthquake,28
The Concorde... Airport '79,28
Beyond the Poseidon Adventure,9
Analyze This,1
The Corruptor,10
Cruel Intentions,19
"Lock, Stock and Two Smoking Barrels",1
Six Ways to Sunday,1
L'école de la chair,19
Relax... It's Just Sex,1
The Deep End of the Ocean,7
Harvest,7
The Rage: Carrie 2,26
Wing Commander,24
The Haunting,5
Dead Ringers,4
My Boyfriend's Back,13
Village of the Damned,26
Children of the Damned,26
Baby Geniuses,22
